examQID,examQ Score1,examQ Score2,examQ Score3,examQ Score4
6533,33,46,32,38
6534,40,50,51,60
6535,60,42,34,36
6536,44,50,53,50
6537,35,56,37,51
6538,59,59,51,52
6541,49,40,42,35
6542,33,56,46,52
6543,42,44,33,47
6544,60,45,59,42
6545,33,55,54,56
6546,52,45,30,31
6547,42,56,37,52
6548,49,52,52,54
6551,48,55,58,32
6552,30,58,46,34
6553,49,60,32,53
6554,31,38,32,56
6555,49,40,36,35
6556,32,49,36,34
6557,47,60,37,50
6558,45,33,40,43
6561,31,57,55,44
6562,42,41,58,57
6563,39,54,56,57
6564,40,56,37,54
6565,36,55,50,56
6566,58,32,56,36
6567,40,51,33,32
6568,56,51,36,45
6571,49,32,57,44
6572,55,50,31,51
6573,39,35,38,33
6574,54,43,45,43
6575,35,59,51,49
6576,57,45,36,47
6577,36,58,38,57
6578,56,35,60,32
6581,55,60,35,33
6582,44,57,48,31
6583,48,34,46,49
6584,34,35,45,58
6585,54,35,31,33
6586,42,49,54,30
6587,38,50,35,36
6588,48,45,53,36
6591,55,41,33,44
6592,48,35,49,46
6593,36,43,40,56
6594,49,42,57,54
6595,49,58,47,50
6596,50,42,45,59
6597,60,53,39,53
6598,49,48,56,43
6601,51,33,42,30
6602,39,60,44,60
6603,41,60,41,55
6604,35,44,33,37
6605,59,41,41,34
6606,60,55,58,40
6607,30,51,52,43
6608,37,50,45,37
6611,57,37,30,58
6612,47,60,42,40
6613,39,32,32,37
6614,51,41,48,31
6615,52,40,31,34
6616,55,32,37,46
6617,38,55,57,53
6618,59,32,33,49
6621,37,34,37,38
6622,59,30,32,47
6623,30,34,58,39
6624,39,53,40,37
6625,45,55,39,54
6626,33,33,55,39
6627,52,58,30,51
6628,36,35,42,53
6631,51,40,52,42
6632,57,32,45,30
6633,58,57,44,39
6634,32,30,48,33
6635,43,37,41,51
6636,40,45,53,56
6637,55,59,34,53
6638,50,36,57,39
6641,45,52,55,50
6642,33,32,46,56
6643,35,50,31,41
6644,38,41,56,31
6645,51,51,37,59
6646,36,44,46,49
6647,32,51,35,41
6648,31,58,52,39
6651,46,57,38,33
6652,31,59,31,31
6653,43,50,39,53
6654,45,45,37,33
6655,40,36,45,35
6656,44,31,57,50
6657,57,39,56,50
6658,46,41,31,34
6661,50,57,58,51
6662,58,31,53,43
6663,57,46,34,57
6664,41,57,37,44
6665,33,46,39,57
6666,59,50,34,45
6667,44,43,59,41
6668,42,55,51,60
6671,51,36,39,54
6672,35,47,53,48
6673,40,55,33,47
6674,42,38,32,44
6675,45,44,60,34
6676,35,56,40,33
6677,46,41,60,55
6678,36,40,53,55
6681,56,33,35,41
6682,53,46,55,36
6683,41,38,52,37
6684,37,31,40,41
6685,37,35,32,52
6686,58,49,46,36
6687,60,33,39,37
6688,37,56,34,51
6691,38,52,51,41
6692,55,52,48,35
6693,47,59,58,59
6694,54,47,60,43
6695,42,35,40,37
6696,31,41,43,57
6697,35,43,42,56
6698,46,31,43,53
6701,40,45,48,49
6702,45,38,51,55
6703,39,43,45,55
6704,45,40,36,48
6705,40,55,54,54
6706,42,39,57,58
6707,39,35,40,51
6708,37,46,40,55
6711,48,59,36,31
6712,39,52,37,36
6713,47,35,55,35
6714,39,51,33,39
6715,57,51,32,33
6716,35,55,50,58
6717,36,47,45,30
6718,43,58,35,52
6721,35,53,37,51
6722,50,33,56,30
6723,51,37,57,50
6724,40,40,30,45
6725,49,46,35,44
6726,52,31,42,49
6727,45,31,38,58
6728,31,37,40,40
6731,47,44,42,33
6732,42,55,31,40
6733,46,36,32,33
6734,59,40,51,57
6735,54,33,35,34
6736,52,49,44,39
6737,53,40,51,51
6738,48,58,53,32
6741,36,44,42,38
6742,52,56,55,37
6743,55,41,38,31
6744,41,41,43,55
6745,43,39,37,33
6746,55,49,42,50
6747,42,38,57,56
6748,33,48,38,60
6751,60,53,47,42
6752,57,45,36,37
6753,60,33,45,39
6754,43,42,48,31
6755,47,38,42,44
6756,30,42,37,32
6757,33,47,34,54
6758,41,44,32,44
6761,60,57,30,52
6762,32,56,43,41
6763,51,60,47,35
6764,41,34,35,51
6765,55,38,38,59
6766,45,40,37,47
6767,32,60,59,44
6768,37,42,31,59
6771,37,49,32,31
6772,48,60,34,39
6773,58,38,48,49
6774,53,46,43,60
6775,45,53,41,39
6776,58,57,33,44
6777,53,51,35,37
6778,54,33,36,37
6781,50,40,46,34
6782,33,55,59,55
6783,36,41,36,41
6784,35,54,59,56
6785,46,44,53,56
6786,52,42,39,48
6787,56,38,56,51
6788,45,30,31,49
6791,36,42,58,35
6792,52,42,59,49
6793,56,42,48,48
6794,51,34,35,34
6795,39,35,34,32
6796,34,37,56,34
6797,49,60,47,45
6798,45,45,32,43
6801,60,38,60,53
6802,55,53,52,48
6803,46,35,41,45
6804,46,47,31,49
6805,46,37,34,55
6806,42,42,47,44
6807,40,31,37,60
6808,39,37,54,45
6811,48,51,36,38
6812,56,48,45,57
6813,60,30,57,38
6814,56,34,33,48
6815,37,48,33,39
6816,39,32,42,30
6817,33,59,54,30
6818,51,60,57,57
6821,44,39,30,59
6822,52,31,60,31
6823,34,38,30,49
6824,56,53,31,47
6825,60,57,44,60
6826,50,40,40,31
6827,38,55,37,47
6828,56,57,39,47
6831,46,44,47,53
6832,43,38,32,53
6833,39,45,44,53
6834,46,37,32,48
6835,52,46,57,48
6836,53,57,43,34
6837,50,32,40,30
6838,44,55,32,46
6841,40,36,37,53
6842,36,36,52,34
6843,54,31,40,40
6844,60,41,44,34
6845,56,32,46,47
6846,58,55,35,34
6847,60,54,42,32
6848,44,55,41,47
6851,58,32,43,57
6852,42,60,52,44
6853,57,31,50,31
6854,50,57,37,51
6855,56,33,46,31
6856,30,54,49,39
6857,32,31,39,37
6858,30,37,54,52
6861,37,40,48,48
6862,33,57,30,31
6863,34,34,60,50
6864,43,52,59,48
6865,52,56,47,32
6866,52,54,56,36
6867,33,51,48,31
6868,57,40,41,49
6871,59,31,31,58
6872,40,53,30,44
6873,51,41,48,49
6874,45,38,50,41
6875,59,56,48,42
6876,36,57,38,48
6877,46,36,58,56
6878,38,43,38,47
6881,48,60,35,47
6882,49,35,33,34
6883,33,58,47,45
6884,30,54,33,31
6885,42,49,38,38
6886,53,54,30,36
6887,42,43,31,39
6888,38,60,38,56
6891,47,45,33,35
6892,47,44,32,39
6893,32,30,46,41
6894,37,54,42,60
6895,40,45,34,35
6896,55,57,46,33
6897,35,47,40,49
6898,57,48,44,30
6901,57,56,44,58
6902,30,45,44,50
6903,42,48,50,41
6904,58,37,34,53
6905,48,58,30,40
6906,37,46,46,39
6907,53,50,34,36
6908,51,48,56,41
6911,52,47,35,57
6912,30,36,53,42
6913,53,57,53,44
6914,33,55,42,34
6915,39,51,52,54
6916,50,38,48,57
6917,48,38,49,60
6918,47,49,49,48
6921,55,50,30,41
6922,41,49,31,53
6923,31,39,47,60
6924,51,50,59,47
6925,46,47,42,30
6926,60,38,48,43
6927,39,54,54,34
6928,60,49,35,33
6931,44,50,44,35
6932,38,42,53,39
6933,45,58,46,38
6934,48,48,53,59
6935,41,42,46,53
6936,60,45,42,48
6937,46,54,53,45
6938,48,50,46,30
6941,34,34,40,43
6942,54,35,32,58
6943,47,42,41,58
6944,55,40,35,54
6945,56,34,34,38
6946,38,60,47,40
6947,32,48,42,51
6948,33,59,48,33
6951,42,60,42,35
6952,53,49,31,55
6953,49,43,34,55
6954,39,45,37,46
6955,30,52,47,52
6956,43,32,58,59
6957,30,52,48,40
6958,42,57,54,56
6961,53,30,48,30
6962,46,46,32,50
6963,37,52,49,45
6964,58,32,33,34
6965,48,59,35,52
6966,47,34,41,40
6967,54,51,51,32
6968,32,42,50,36
6971,50,37,49,32
6972,30,38,35,36
6973,40,39,30,50
6974,48,40,50,32
6975,34,41,47,58
6976,42,60,51,46
6977,57,54,48,55
6978,58,33,44,50
6981,30,45,41,52
6982,57,53,38,33
6983,38,38,54,58
6984,46,47,32,42
6985,49,42,47,46
6986,60,52,51,46
6987,32,55,47,39
6988,59,33,42,39
6991,40,33,34,60
6992,55,49,47,35
6993,48,38,59,36
6994,58,57,41,41
6995,39,31,54,51
6996,54,45,41,35
6997,56,55,30,38
6998,36,57,40,39
7001,55,40,36,54
7002,39,44,30,57
7003,44,41,41,48
7004,47,35,32,42
7005,41,38,45,37
7006,31,55,39,58
7007,56,48,41,43
7008,46,58,60,49
7011,58,43,47,34
7012,55,49,40,38
7013,41,46,60,49
7014,48,54,35,56
7015,41,34,36,51
7016,47,50,35,56
7017,39,40,40,52
7018,58,42,33,48
7021,34,40,40,54
7022,34,38,46,53
7023,58,40,55,44
7024,44,59,58,59
7025,37,60,38,37
7026,49,46,43,51
7027,58,31,41,50
7028,50,58,60,57
7031,35,40,45,44
7032,31,51,53,57
7033,43,45,46,33
7034,43,31,40,48
7035,54,37,43,39
7036,46,59,51,43
7037,42,53,42,44
7038,39,44,39,47
7041,31,60,43,50
7042,50,51,60,39
7043,52,44,53,52
7044,58,52,46,58
7045,33,33,51,51
7046,30,32,43,42
7047,53,41,36,50
7048,37,45,47,40
7051,46,49,33,45
7052,45,53,40,36
7053,47,55,49,46
7054,58,52,45,53
7055,54,41,58,59
7056,57,34,32,53
7057,49,41,45,50
7058,48,56,32,52
7061,41,55,40,60
7062,40,30,32,56
7063,57,52,34,59
7064,42,36,39,33
7065,41,53,53,44
7066,30,52,55,44
7067,53,48,55,43
7068,57,32,60,30
7071,38,49,35,55
7072,56,40,56,36
7073,46,51,43,32
7074,50,39,49,35
7075,48,51,35,55
7076,33,50,37,41
7077,49,45,44,53
7078,32,30,53,33
7081,44,59,37,57
7082,54,46,43,55
7083,54,41,50,44
7084,33,37,49,49
7085,57,59,50,47
7086,41,55,42,42
7087,32,30,42,31
7088,52,41,50,56
7091,58,54,39,53
7092,40,39,47,46
7093,38,47,30,52
7094,34,56,59,36
7095,34,47,53,53
7096,45,43,45,38
7097,35,45,37,57
7098,57,46,31,56
7101,58,39,57,36
7102,38,43,32,50
7103,38,37,39,45
7104,60,38,54,47
7105,37,53,50,55
7106,35,44,37,46
7107,42,59,34,34
7108,31,52,45,31
7111,58,56,50,46
7112,35,55,49,46
7113,33,58,45,58
7114,45,45,50,40
7115,57,53,57,45
7116,38,34,47,47
7117,54,56,42,55
7118,30,57,46,55
7121,36,37,50,52
7122,48,42,56,36
7123,57,56,53,59
7124,55,46,33,53
7125,46,37,31,38
7126,43,56,57,37
7127,34,52,43,37
7128,49,33,44,39
7131,30,57,42,56
7132,32,34,48,43
7133,50,50,48,44
7134,44,41,59,58
7135,48,47,51,45
7136,47,47,44,35
7137,51,30,59,31
7138,44,49,54,49
7141,40,39,47,42
7142,56,49,39,39
7143,39,40,30,46
7144,41,40,50,60
7145,57,53,36,32
7146,49,34,37,31
7147,53,38,51,50
7148,34,44,58,39
7151,42,40,38,43
7152,41,58,31,59
7153,35,48,50,31
7154,58,58,38,36
7155,58,31,60,60
7156,58,30,50,50
7157,49,52,45,56
7158,59,38,57,41
7161,60,35,45,45
7162,53,48,38,45
7163,43,57,33,45
7164,35,40,38,53
7165,39,36,47,48
7166,51,48,50,40
7167,56,34,41,42
7168,57,60,31,52
7171,45,43,41,55
7172,49,51,58,54
7173,45,54,47,40
7174,56,36,55,44
7175,33,34,48,50
7176,49,36,41,34
7177,41,34,52,57
7178,54,30,32,31
7181,31,47,50,34
7182,52,56,55,36
7183,37,38,48,38
7184,47,51,57,52
7185,42,56,33,41
7186,47,34,59,36
7187,42,58,32,50
7188,40,53,37,46
7191,58,52,39,34
7192,30,44,60,51
7193,34,41,39,33
7194,43,42,44,37
7195,46,35,56,44
7196,32,43,37,59
7197,37,41,55,31
7198,32,53,50,39
7201,42,46,57,50
7202,30,46,30,54
7203,36,53,53,43
7204,55,35,45,35
7205,56,60,54,30
7206,33,32,54,51
7207,49,30,59,37
7208,49,31,55,37
7211,47,37,37,31
7212,45,33,60,54
7213,38,34,35,48
7214,41,52,60,31
7215,52,59,56,42
7216,56,36,54,45
7217,56,34,44,52
7218,41,35,40,60
7221,45,38,39,53
7222,39,38,55,39
7223,38,43,41,59
7224,58,36,53,54
7225,43,58,50,33
7226,51,36,52,55
7227,56,58,46,41
7228,60,53,53,60
7231,55,54,41,46
7232,43,51,46,46
7233,46,51,40,48
7234,39,53,48,60
7235,39,60,57,33
7236,56,41,47,46
7237,40,41,31,31
7238,30,56,38,30
7241,60,54,35,32
7242,52,46,53,44
7243,35,34,57,44
7244,38,57,43,36
7245,58,48,57,57
7246,44,31,54,44
7247,37,54,42,40
7248,52,59,46,55
7251,30,35,58,41
7252,40,46,45,45
7253,45,58,45,31
7254,52,40,50,36
7255,41,51,30,46
7256,42,52,39,52
7257,43,33,55,46
7258,55,59,31,55
7261,59,60,50,41
7262,37,47,51,49
7263,34,36,40,45
7264,36,41,60,43
7265,36,49,58,58
7266,39,53,34,53
7267,33,44,51,38
7268,30,33,42,44
7271,56,50,34,30
7272,46,54,42,44
7273,51,34,37,53
7274,54,38,59,46
7275,56,42,40,59
7276,32,60,39,53
7277,30,59,39,50
7278,41,46,42,51
7281,35,40,38,41
7282,46,54,49,59
7283,32,34,33,52
7284,49,33,39,46
7285,44,57,56,55
7286,33,34,54,57
7287,42,43,41,58
7288,42,38,49,58
7291,45,58,42,52
7292,49,42,57,35
7293,35,46,54,50
7294,52,53,31,42
7295,30,59,54,30
7296,31,37,54,53
7297,32,33,37,44
7298,52,37,33,51
7301,35,45,43,56
7302,40,34,57,32
7303,55,38,59,55
7304,52,48,42,36
7305,33,32,32,46
7306,39,42,45,32
7307,57,52,44,43
7308,32,58,35,45
7311,54,45,52,47
7312,43,48,41,41
7313,46,39,52,35
7314,38,52,46,54
7315,52,55,44,51
7316,53,50,51,52
7317,32,56,47,43
7318,53,39,43,55
7321,40,49,36,50
7322,56,57,52,55
7323,40,37,56,49
7324,39,49,52,50
7325,50,49,32,30
7326,30,30,34,30
7327,32,33,48,32
7328,33,47,47,55
7331,49,33,37,51
7332,60,34,56,53
7333,35,52,38,53
7334,60,52,55,37
7335,41,35,51,36
7336,42,40,51,59
7337,44,39,38,50
7338,60,47,59,35
7341,50,38,35,56
7342,58,55,30,47
7343,46,59,42,40
7344,47,32,42,30
7345,30,40,32,51
7346,51,38,41,35
7347,35,30,45,30
7348,57,35,33,39
7351,53,46,52,36
7352,52,55,59,30
7353,49,44,55,53
7354,33,35,59,49
7355,55,30,57,47
7356,47,44,36,42
7357,43,49,49,43
7358,49,50,32,60
7361,37,57,38,50
7362,43,34,32,55
7363,33,57,30,47
7364,30,49,55,33
7365,45,47,32,47
7366,60,54,60,47
7367,50,39,59,51
7368,36,47,36,50
7371,34,36,33,31
7372,34,58,39,50
7373,39,46,40,37
7374,46,58,46,51
7375,48,50,34,51
7376,37,53,60,56
7377,47,60,57,50
7378,47,41,58,30
7381,50,32,42,52
7382,32,57,34,35
7383,37,47,54,30
7384,36,54,40,40
7385,37,45,53,38
7386,43,59,58,46
7387,55,45,50,54
7388,32,60,31,60
7391,38,44,49,31
7392,43,44,42,36
7393,47,45,58,53
7394,58,58,38,31
7395,30,50,40,43
7396,32,56,60,50
7397,55,52,55,43
7398,34,35,32,35
7401,32,59,58,31
7402,39,45,51,54
7403,58,51,55,57
7404,49,56,37,52
7405,32,56,34,51
7406,56,37,56,45
7407,33,53,49,47
7408,31,59,51,41
7411,57,51,56,38
7412,57,44,56,60
7413,39,57,32,40
7414,54,32,56,58
7415,42,32,31,39
7416,54,39,57,54
7417,58,56,33,55
7418,32,41,44,30
7421,40,32,59,31
7422,48,33,44,56
7423,56,56,46,58
7424,38,43,37,53
7425,54,36,60,41
7426,31,43,36,37
7427,46,58,60,47
7428,37,43,58,44
7431,43,53,58,49
7432,37,46,39,50
7433,32,30,31,53
7434,30,43,59,39
7435,45,31,46,35
7436,31,35,45,39
7437,35,52,47,43
7438,60,33,42,38
7441,52,50,39,34
7442,34,46,55,51
7443,31,33,37,35
7444,48,50,50,38
7445,32,59,46,46
7446,32,60,35,53
7447,42,45,51,44
7448,30,36,34,40
7451,49,55,39,44
7452,48,52,57,39
7453,54,54,36,56
7454,42,44,35,31
7455,58,50,50,56
7456,43,48,39,44
7457,36,48,51,49
7458,47,39,60,59
7461,48,53,40,34
7462,60,33,53,59
7463,46,50,51,40
7464,39,53,49,46
7465,48,35,32,37
7466,43,41,30,52
7467,33,39,40,54
7468,41,48,57,38
7471,33,52,60,36
7472,39,36,41,59
7473,45,31,60,45
7474,60,46,54,44
7475,47,35,32,47
7476,50,39,45,54
7477,43,58,58,42
7478,55,49,56,30
7481,49,57,36,49
7482,60,44,58,57
7483,48,47,55,50
7484,53,47,32,46
7485,37,36,55,45
7486,45,50,32,31
7487,56,39,52,38
7488,32,34,51,42
7491,57,49,58,39
7492,30,50,43,59
7493,43,46,35,50
7494,47,35,60,50
7495,57,43,32,49
7496,36,48,31,40
7497,46,42,51,52
7498,41,48,37,58
7501,41,52,50,45
7502,33,31,60,42
7503,55,56,48,31
7504,40,31,50,31
7505,53,52,49,31
7506,32,52,38,52
7507,60,60,56,40
7508,40,34,30,38
7511,52,46,41,48
7512,55,44,48,51
7513,36,47,31,43
7514,44,53,30,32
7515,41,60,40,40
7516,30,33,48,30
7517,31,45,31,54
7518,39,45,30,40
7521,45,42,43,34
7522,32,44,43,58
7523,32,31,58,35
7524,34,38,31,54
7525,43,36,34,40
7526,56,36,35,59
7527,59,53,44,32
7528,54,45,53,31
7531,50,53,49,33
7532,53,49,52,43
7533,58,56,40,51
7534,60,50,35,47
7535,48,39,40,60
7536,54,47,40,52
7537,42,51,58,45
7538,31,36,58,37
7541,40,32,44,35
7542,30,50,55,50
7543,54,42,30,33
7544,57,45,53,44
7545,47,30,31,31
7546,50,46,42,31
7547,53,53,40,34
7548,57,60,31,38
7551,53,59,36,39
7552,45,45,32,37
7553,39,36,36,35
7554,60,51,30,46
7555,53,41,34,53
7556,36,32,42,40
7557,60,51,45,38
7558,31,46,53,49
7561,58,53,44,31
7562,43,48,52,42
7563,57,34,37,34
7564,34,31,60,41
7565,34,37,51,47
7566,46,48,45,33
7567,47,30,43,33
7568,57,36,42,39
7571,30,52,32,47
7572,37,60,42,48
7573,34,51,54,49
7574,55,36,38,43
7575,45,55,60,34
7576,55,34,54,49
7577,50,57,55,50
7578,45,33,30,47
7581,39,45,38,58
7582,37,38,50,45
7583,36,49,40,51
7584,60,51,35,49
7585,59,60,39,41
7586,34,58,34,33
7587,39,58,45,34
7588,55,49,43,57
7591,33,30,36,47
7592,51,30,50,35
7593,30,48,44,58
7594,56,42,55,57
7595,55,35,43,51
7596,46,35,42,35
7597,57,47,46,56
7598,59,47,39,42
7601,33,48,44,33
7602,30,57,38,42
7603,38,49,54,40
7604,30,43,37,52
7605,34,38,30,53
7606,43,37,52,57
7607,49,55,55,44
7608,32,45,47,44
7611,33,37,53,34
7612,60,33,56,38
7613,45,37,51,33
7614,36,39,32,49
7615,32,40,37,31
7616,43,44,33,51
7617,45,40,32,35
7618,58,54,37,32
7621,45,51,57,50
7622,30,59,42,42
7623,56,47,52,34
7624,30,33,33,32
7625,36,45,59,47
7626,41,55,35,39
7627,45,45,43,41
7628,38,47,33,48
7631,32,44,54,39
7632,46,37,57,57
7633,39,33,31,51
7634,54,43,59,51
7635,58,41,60,36
7636,45,59,32,55
7637,59,50,56,40
7638,56,57,36,31
7641,33,40,36,60
7642,48,47,46,47
7643,36,54,56,32
7644,42,56,57,42
7645,36,41,50,40
7646,44,38,38,55
7647,54,31,35,41
7648,31,48,55,41
7651,36,42,45,36
7652,45,45,50,51
7653,56,52,37,32
7654,60,30,60,52
7655,36,49,56,50
7656,43,53,50,34
7657,33,32,31,57
7658,37,45,32,52
7661,34,53,36,38
7662,40,51,33,30
7663,47,59,52,53
7664,50,60,51,48
7665,56,46,31,38
7666,41,55,49,47
7667,45,47,40,30
7668,38,30,39,32
7671,50,44,50,53
7672,42,40,43,42
7673,51,40,42,45
7674,51,45,37,32
7675,41,60,46,30
7676,32,50,46,57
7677,31,57,48,47
7678,39,31,60,41
7681,58,52,46,44
7682,46,46,54,34
7683,41,60,60,58
7684,45,55,49,53
7685,60,33,43,57
7686,50,51,30,31
7687,60,53,42,48
7688,51,41,46,37
7691,56,46,36,46
7692,58,55,32,52
7693,57,51,47,47
7694,38,58,42,55
7695,41,54,43,34
7696,39,50,30,37
7697,58,33,43,35
7698,37,56,30,48
7701,57,38,39,30
7702,34,50,34,38
7703,32,32,45,43
7704,42,36,38,54
7705,54,57,55,33
7706,40,53,54,59
7707,35,59,36,56
7708,56,41,46,34
7711,49,48,45,34
7712,30,40,50,32
7713,54,45,49,39
7714,44,42,31,42
7715,60,47,60,36
7716,56,60,52,48
7717,42,50,50,40
7718,51,46,51,43
7721,33,41,60,47
7722,53,52,44,43
7723,52,48,42,52
7724,43,56,30,57
7725,55,33,39,31
7726,52,45,43,44
7727,49,41,52,36
7728,52,46,36,60
7731,32,40,33,44
7732,59,52,53,43
7733,45,33,38,39
7734,49,50,53,53
7735,53,45,30,34
7736,50,51,39,31
7737,31,52,43,44
7738,42,36,51,30
7741,31,46,56,45
7742,39,56,31,53
7743,51,34,39,33
7744,45,60,41,43
7745,57,57,44,48
7746,58,53,54,52
7747,57,43,32,59
7748,31,34,32,60
7751,30,43,36,39
7752,57,38,36,59
7753,57,40,32,32
7754,46,46,39,31
7755,57,54,46,51
7756,57,38,56,44
7757,36,49,45,39
7758,32,56,47,58
7761,47,43,43,46
7762,51,57,30,48
7763,55,52,36,58
7764,45,35,45,51
7765,37,58,34,53
7766,34,52,54,44
7767,51,44,51,54
7768,32,31,50,44
7771,58,58,43,50
7772,56,32,40,40
7773,56,46,46,40
7774,49,56,40,37
7775,40,30,37,45
7776,44,58,32,31
7777,55,53,36,51
7778,38,59,47,48
7781,34,47,36,53
7782,57,37,60,48
7783,34,31,45,55
7784,51,58,50,45
7785,43,31,57,42
7786,46,53,53,57
7787,38,34,32,51
7788,44,57,49,52
7791,60,39,37,42
7792,41,47,41,41
7793,60,54,36,55
7794,48,34,55,48
7795,37,34,44,44
7796,37,38,59,40
7797,46,50,46,54
7798,41,39,47,49
7801,36,41,31,35
7802,38,58,56,55
7803,59,55,47,31
7804,60,46,39,43
7805,48,46,39,30
7806,58,41,53,58
7807,46,58,43,57
7808,49,53,49,46
7811,44,47,34,54
7812,55,34,31,48
7813,35,41,57,56
7814,53,39,55,41
7815,36,41,55,42
7816,30,41,54,35
7817,42,55,50,51
7818,53,51,48,48
7821,54,56,44,46
7822,46,57,60,44
7823,55,33,35,43
7824,47,44,45,54
7825,60,51,59,30
7826,53,39,40,34
7827,40,45,36,56
7828,38,59,31,48
7831,53,59,57,52
7832,33,53,33,53
7833,43,60,38,53
7834,41,30,55,47
7835,50,30,40,49
7836,58,41,58,34
7837,42,30,53,49
7838,31,31,39,48
7841,44,56,45,39
7842,37,42,33,54
7843,45,52,50,44
7844,34,47,59,55
7845,42,35,56,52
7846,49,35,52,33
7847,32,30,53,38
7848,57,38,37,59
7851,41,37,40,38
7852,55,59,57,42
7853,34,30,51,48
7854,38,32,31,41
7855,49,56,48,48
7856,52,31,42,30
7857,59,34,57,33
7858,51,38,52,37
7861,37,36,41,48
7862,41,35,50,44
7863,51,56,44,44
7864,46,52,36,38
7865,35,34,52,60
7866,54,42,58,49
7867,57,47,43,51
7868,45,51,54,59
7871,41,48,34,49
7872,34,52,36,34
7873,54,36,30,35
7874,34,52,31,46
7875,56,47,40,38
7876,44,31,32,43
7877,36,38,55,55
7878,37,37,59,31
7881,49,35,40,43
7882,41,36,48,42
7883,42,45,33,50
7884,56,50,39,50
7885,45,59,35,41
7886,32,39,52,39
7887,48,59,53,33
7888,30,57,56,34
7891,44,32,44,59
7892,36,51,53,38
7893,58,55,41,32
7894,59,34,56,34
7895,44,60,37,35
7896,50,36,52,36
7897,39,58,38,47
7898,38,59,30,35
7901,57,35,58,50
7902,58,36,57,54
7903,39,33,30,44
7904,44,60,36,31
7905,43,38,45,39
7906,41,54,34,33
7907,55,45,45,33
7908,44,45,46,54
7911,53,33,44,41
7912,40,59,53,55
7913,56,36,46,43
7914,52,56,55,44
7915,48,53,55,49
7916,34,42,39,45
7917,34,53,32,42
7918,48,35,58,38
7921,60,54,39,37
7922,41,53,39,54
7923,39,33,46,45
7924,42,58,58,58
7925,48,45,36,60
7926,49,49,42,47
7927,51,38,46,31
7928,30,32,58,31
7931,40,54,36,56
7932,38,43,46,31
7933,37,40,44,38
7934,41,56,55,38
7935,57,58,58,36
7936,37,57,31,59
7937,52,55,53,38
7938,32,51,36,35
7941,39,33,59,39
7942,39,31,34,38
7943,39,34,45,34
7944,55,59,34,49
7945,41,47,31,37
7946,37,43,47,58
7947,34,50,54,57
7948,44,35,45,54
7951,50,36,47,36
7952,46,53,33,49
7953,53,58,55,30
7954,57,36,41,36
7955,42,32,45,41
7956,34,48,41,30
7957,59,39,33,34
7958,41,32,45,41
7961,31,55,57,47
7962,36,44,42,60
7963,56,31,46,54
7964,48,48,56,57
7965,55,36,36,55
7966,46,51,59,57
7967,47,56,34,44
7968,55,42,35,51
7971,52,40,42,31
7972,42,45,31,37
7973,39,38,54,46
7974,53,49,31,46
7975,33,31,38,38
7976,47,32,33,36
7977,31,35,37,39
7978,48,35,47,36
7981,42,38,37,46
7982,42,45,56,46
7983,43,36,47,57
7984,47,60,57,44
7985,59,44,57,55
7986,50,59,30,32
7987,34,45,49,32
7988,59,59,49,33
7991,49,54,51,32
7992,38,49,50,49
7993,34,47,52,38
7994,50,38,42,45
7995,55,44,43,53
7996,46,50,31,42
7997,41,38,42,36
7998,45,36,49,57
8001,44,50,59,48
8002,33,52,40,43
8003,30,41,48,49
8004,45,46,30,50
8005,37,58,46,33
8006,50,38,47,36
8007,52,51,35,33
8008,30,54,60,50
8011,32,42,40,35
8012,32,41,33,37
8013,60,60,42,50
8014,37,52,48,36
8015,38,44,30,55
8016,35,33,39,30
8017,41,43,59,57
8018,59,47,45,52
8021,54,54,37,60
8022,47,46,56,43
8023,54,34,55,36
8024,50,31,59,52
8025,55,50,59,55
8026,39,51,44,54
8027,58,47,57,58
8028,36,30,38,44
8031,58,41,58,55
8032,57,55,34,36
8033,56,58,57,38
8034,41,54,46,59
8035,44,30,34,35
8036,39,34,41,43
8037,38,46,48,42
8038,42,53,42,53
8041,42,53,38,44
8042,56,38,50,53
8043,58,45,39,55
8044,54,33,51,50
8045,42,43,40,33
8046,38,45,60,53
8047,38,30,60,39
8048,51,49,45,42
8051,57,46,60,44
8052,54,43,55,55
8053,45,41,60,33
8054,30,37,55,31
8055,39,47,31,46
8056,46,44,32,48
8057,43,55,41,33
8058,37,39,41,30
8061,41,51,48,38
8062,39,58,46,33
8063,46,43,55,42
8064,58,43,53,48
8065,30,54,49,59
8066,32,31,33,52
8067,44,55,41,52
8068,32,50,49,48
8071,45,59,57,31
8072,53,35,52,40
8073,39,45,42,38
8074,52,59,32,38
8075,47,37,60,41
8076,50,40,49,37
8077,52,43,42,34
8078,39,57,52,56
8081,52,60,59,30
8082,40,44,37,57
8083,59,39,37,47
8084,56,32,60,44
8085,38,43,49,32
8086,36,41,35,59
8087,56,48,38,44
8088,57,59,39,44
8091,57,45,53,47
8092,52,51,44,55
8093,53,58,31,39
8094,44,34,60,32
8095,58,40,33,57
8096,33,36,42,51
8097,38,54,42,45
8098,33,42,57,42
8101,54,37,42,57
8102,34,40,52,41
8103,40,59,41,32
8104,53,58,42,45
8105,58,48,33,57
8106,58,43,42,46
8107,37,51,45,43
8108,53,42,56,38
8111,43,38,60,58
8112,39,30,46,31
8113,44,51,43,51
8114,48,33,38,34
8115,38,36,44,57
8116,44,46,36,51
8117,49,40,55,30
